,timestamp,regular_price,current_price,discount
201,2013-05-18,19.99,11.99,40.0
202,2013-05-19,19.99,11.99,40.0
203,2013-05-20,19.99,11.99,40.0
204,2013-05-21,19.99,11.99,40.0
205,2013-05-22,19.99,11.99,40.0
206,2013-05-23,19.99,11.99,40.0
207,2013-05-24,19.99,11.99,40.0
208,2013-05-25,19.99,11.99,40.0
209,2013-05-26,19.99,11.99,40.0
210,2013-05-27,19.99,11.99,40.0
211,2013-05-28,19.99,11.99,40.0
212,2013-05-29,19.99,11.99,40.0
213,2013-05-30,19.99,11.99,40.0
214,2013-05-31,19.99,11.99,40.0
215,2013-06-01,19.99,11.99,40.0
216,2013-06-02,19.99,11.99,40.0
217,2013-06-03,19.99,11.99,40.0
218,2013-06-04,19.99,11.99,40.0
219,2013-06-05,19.99,11.99,40.0
220,2013-06-06,19.99,11.99,40.0
221,2013-06-07,19.99,11.99,40.0
222,2013-06-08,19.99,11.99,40.0
223,2013-06-09,19.99,11.99,40.0
224,2013-06-10,19.99,11.99,40.0
225,2013-06-11,19.99,11.99,40.0
226,2013-06-12,19.99,11.99,40.0
227,2013-06-13,19.99,11.99,40.0
228,2013-06-14,19.99,11.99,40.0
229,2013-06-15,19.99,11.99,40.0
230,2013-06-16,19.99,11.99,40.0
231,2013-06-17,19.99,11.99,40.0
232,2013-06-18,19.99,11.99,40.0
233,2013-06-19,19.99,11.99,40.0
234,2013-06-20,19.99,11.99,40.0
235,2013-06-21,19.99,11.99,40.0
236,2013-06-22,19.99,11.99,40.0
237,2013-06-23,19.99,11.99,40.0
238,2013-06-24,19.99,11.99,40.0
239,2013-06-25,19.99,11.99,40.0
240,2013-06-26,19.99,11.99,40.0
241,2013-06-27,19.99,11.99,40.0
242,2013-06-28,19.99,11.99,40.0
243,2013-06-29,19.99,11.99,40.0
244,2013-06-30,19.99,11.99,40.0
245,2013-07-01,19.99,11.99,40.0
246,2013-07-02,19.99,11.99,40.0
247,2013-07-03,19.99,11.99,40.0
248,2013-07-04,19.99,11.99,40.0
249,2013-07-05,19.99,11.99,40.0
250,2013-07-06,19.99,11.99,40.0
251,2013-07-07,19.99,11.99,40.0
252,2013-07-08,19.99,11.99,40.0
253,2013-07-09,19.99,11.99,40.0
254,2013-07-10,19.99,11.99,40.0
255,2013-07-11,9.99,5.99,40.0
256,2013-07-12,9.99,5.99,40.0
257,2013-07-13,9.99,5.99,40.0
258,2013-07-14,9.99,5.99,40.0
259,2013-07-15,9.99,5.99,40.0
260,2013-07-16,9.99,5.99,40.0
261,2013-07-17,9.99,5.99,40.0
262,2013-07-18,9.99,5.99,40.0
263,2013-07-19,9.99,5.99,40.0
264,2013-07-20,9.99,5.99,40.0
265,2013-07-21,9.99,5.99,40.0
266,2013-07-22,9.99,5.99,40.0
267,2013-07-23,9.99,5.99,40.0
268,2013-07-24,9.99,5.99,40.0
269,2013-07-25,9.99,9.99,0.0
270,2013-07-26,9.99,9.99,0.0
271,2013-07-27,9.99,9.99,0.0
272,2013-07-28,9.99,9.99,0.0
273,2013-07-29,9.99,9.99,0.0
274,2013-07-30,9.99,9.99,0.0
275,2013-07-31,9.99,9.99,0.0
276,2013-08-01,9.99,7.49,25.0
277,2013-08-02,9.99,2.49,75.0
278,2013-08-03,9.99,7.49,25.0
279,2013-08-04,9.99,9.99,0.0
280,2013-08-04,19.99,14.99,25.0
281,2013-08-05,9.99,7.49,25.0
282,2013-08-05,9.99,9.99,0.0
283,2013-08-06,9.99,9.99,0.0
284,2013-08-07,9.99,9.99,0.0
285,2013-08-08,9.99,9.99,0.0
286,2013-08-09,9.99,9.99,0.0
287,2013-08-10,9.99,9.99,0.0
288,2013-08-11,9.99,9.99,0.0
289,2013-08-12,9.99,9.99,0.0
290,2013-08-13,9.99,9.99,0.0
291,2013-08-14,9.99,9.99,0.0
292,2013-08-15,9.99,9.99,0.0
293,2013-08-16,9.99,9.99,0.0
294,2013-08-17,9.99,9.99,0.0
295,2013-08-18,9.99,9.99,0.0
296,2013-08-19,9.99,9.99,0.0
297,2013-08-20,9.99,9.99,0.0
298,2013-08-21,9.99,9.99,0.0
299,2013-08-22,9.99,9.99,0.0
300,2013-08-23,9.99,9.99,0.0
301,2013-08-24,9.99,9.99,0.0
302,2013-08-25,9.99,9.99,0.0
303,2013-08-26,9.99,9.99,0.0
304,2013-08-27,9.99,9.99,0.0
305,2013-08-28,9.99,9.99,0.0
306,2013-08-29,9.99,9.99,0.0
307,2013-08-30,9.99,9.99,0.0
308,2013-08-31,9.99,9.99,0.0
309,2013-09-01,9.99,9.99,0.0
310,2013-09-02,9.99,9.99,0.0
311,2013-09-03,9.99,9.99,0.0
312,2013-09-04,9.99,9.99,0.0
313,2013-09-05,9.99,9.99,0.0
314,2013-09-06,9.99,9.99,0.0
315,2013-09-07,9.99,9.99,0.0
316,2013-09-08,9.99,9.99,0.0
317,2013-09-09,9.99,9.99,0.0
318,2013-09-10,9.99,9.99,0.0
319,2013-09-11,9.99,9.99,0.0
320,2013-09-12,9.99,9.99,0.0
321,2013-09-13,9.99,9.99,0.0
322,2013-09-14,9.99,9.99,0.0
323,2013-09-15,9.99,9.99,0.0
324,2013-09-16,9.99,9.99,0.0
325,2013-09-17,9.99,9.99,0.0
326,2013-09-18,9.99,9.99,0.0
327,2013-09-19,9.99,9.99,0.0
328,2013-09-20,9.99,9.99,0.0
329,2013-09-21,9.99,9.99,0.0
330,2013-09-22,9.99,9.99,0.0
331,2013-09-23,9.99,9.99,0.0
332,2013-09-24,9.99,9.99,0.0
333,2013-09-25,9.99,9.99,0.0
334,2013-09-26,9.99,9.99,0.0
335,2013-09-27,9.99,9.99,0.0
336,2013-09-28,9.99,9.99,0.0
337,2013-09-29,9.99,9.99,0.0
338,2013-09-30,9.99,9.99,0.0
339,2013-10-01,9.99,9.99,0.0
340,2013-10-02,9.99,9.99,0.0
341,2013-10-03,9.99,9.99,0.0
342,2013-10-04,9.99,9.99,0.0
343,2013-10-05,9.99,9.99,0.0
344,2013-10-06,9.99,9.99,0.0
345,2013-10-07,9.99,9.99,0.0
346,2013-10-08,9.99,9.99,0.0
347,2013-10-09,9.99,9.99,0.0
348,2013-10-10,9.99,9.99,0.0
349,2013-10-11,9.99,9.99,0.0
350,2013-10-12,9.99,9.99,0.0
351,2013-10-13,9.99,9.99,0.0
352,2013-10-14,9.99,9.99,0.0
353,2013-10-15,9.99,9.99,0.0
354,2013-10-16,9.99,9.99,0.0
355,2013-10-17,9.99,9.99,0.0
356,2013-10-18,9.99,9.99,0.0
357,2013-10-19,9.99,9.99,0.0
358,2013-10-20,9.99,9.99,0.0
359,2013-10-21,9.99,9.99,0.0
360,2013-10-22,9.99,9.99,0.0
361,2013-10-23,9.99,9.99,0.0
362,2013-10-24,9.99,9.99,0.0
363,2013-10-25,9.99,9.99,0.0
364,2013-10-26,9.99,9.99,0.0
365,2013-10-27,9.99,9.99,0.0
366,2013-10-28,9.99,9.99,0.0
367,2013-10-29,9.99,2.49,75.0
368,2013-10-30,9.99,2.49,75.0
369,2013-10-31,9.99,2.49,75.0
370,2013-11-01,9.99,9.99,0.0
371,2013-11-02,9.99,9.99,0.0
372,2013-11-03,9.99,9.99,0.0
373,2013-11-04,9.99,9.99,0.0
374,2013-11-05,9.99,9.99,0.0
375,2013-11-06,9.99,9.99,0.0
376,2013-11-07,9.99,9.99,0.0
377,2013-11-08,9.99,9.99,0.0
378,2013-11-09,9.99,9.99,0.0
379,2013-11-10,9.99,9.99,0.0
380,2013-11-11,9.99,9.99,0.0
381,2013-11-12,9.99,9.99,0.0
382,2013-11-13,9.99,9.99,0.0
383,2013-11-14,9.99,9.99,0.0
384,2013-11-15,9.99,9.99,0.0
385,2013-11-16,9.99,9.99,0.0
386,2013-11-17,9.99,9.99,0.0
387,2013-11-18,9.99,9.99,0.0
388,2013-11-19,9.99,9.99,0.0
389,2013-11-20,9.99,9.99,0.0
390,2013-11-21,9.99,9.99,0.0
391,2013-11-22,9.99,9.99,0.0
392,2013-11-23,9.99,9.99,0.0
393,2013-11-24,9.99,9.99,0.0
394,2013-11-25,9.99,9.99,0.0
395,2013-11-26,9.99,9.99,0.0
396,2013-11-27,9.99,4.99,50.0
397,2013-11-28,9.99,9.99,0.0
398,2013-11-28,9.99,4.99,50.0
399,2013-11-29,9.99,4.99,50.0
400,2013-11-30,9.99,4.99,50.0
401,2013-12-01,9.99,4.99,50.0
402,2013-12-02,9.99,4.99,50.0
403,2013-12-03,9.99,9.99,0.0
404,2013-12-04,9.99,9.99,0.0
405,2013-12-05,9.99,9.99,0.0
406,2013-12-06,9.99,9.99,0.0
407,2013-12-07,9.99,9.99,0.0
408,2013-12-08,9.99,9.99,0.0
409,2013-12-09,9.99,9.99,0.0
410,2013-12-10,9.99,9.99,0.0
411,2013-12-11,9.99,9.99,0.0
412,2013-12-12,9.99,9.99,0.0
413,2013-12-13,9.99,9.99,0.0
414,2013-12-14,9.99,9.99,0.0
415,2013-12-15,9.99,9.99,0.0
416,2013-12-16,9.99,9.99,0.0
417,2013-12-17,9.99,9.99,0.0
418,2013-12-18,9.99,9.99,0.0
419,2013-12-19,9.99,4.99,50.0
420,2013-12-20,9.99,4.99,50.0
421,2013-12-21,9.99,4.99,50.0
422,2013-12-22,9.99,4.99,50.0
423,2013-12-23,9.99,4.99,50.0
424,2013-12-24,9.99,4.99,50.0
425,2013-12-25,9.99,4.99,50.0
426,2013-12-26,9.99,4.99,50.0
427,2013-12-27,9.99,4.99,50.0
428,2013-12-28,9.99,4.99,50.0
429,2013-12-29,9.99,2.49,75.0
430,2013-12-30,9.99,2.49,75.0
431,2013-12-31,9.99,4.99,50.0
432,2014-01-01,9.99,4.99,50.0
433,2014-01-02,9.99,9.99,0.0
434,2014-01-03,9.99,9.99,0.0
435,2014-01-04,9.99,9.99,0.0
436,2014-01-05,9.99,9.99,0.0
437,2014-01-06,9.99,9.99,0.0
438,2014-01-07,9.99,9.99,0.0
439,2014-01-08,9.99,9.99,0.0
440,2014-01-09,9.99,9.99,0.0
441,2014-01-10,9.99,9.99,0.0
442,2014-01-11,9.99,9.99,0.0
443,2014-01-12,9.99,9.99,0.0
444,2014-01-13,9.99,9.99,0.0
445,2014-01-14,9.99,9.99,0.0
446,2014-01-15,9.99,9.99,0.0
447,2014-01-16,9.99,9.99,0.0
448,2014-01-17,9.99,9.99,0.0
449,2014-01-18,9.99,9.99,0.0
450,2014-01-19,9.99,9.99,0.0
451,2014-01-20,9.99,9.99,0.0
452,2014-01-21,9.99,9.99,0.0
453,2014-01-22,9.99,9.99,0.0
454,2014-01-23,9.99,9.99,0.0
455,2014-01-24,9.99,9.99,0.0
456,2014-01-25,9.99,9.99,0.0
457,2014-01-26,9.99,9.99,0.0
458,2014-01-27,9.99,9.99,0.0
459,2014-01-28,9.99,9.99,0.0
460,2014-01-29,9.99,9.99,0.0
461,2014-01-30,9.99,9.99,0.0
462,2014-01-31,9.99,9.99,0.0
463,2014-02-01,9.99,9.99,0.0
464,2014-02-02,9.99,9.99,0.0
465,2014-02-03,9.99,9.99,0.0
466,2014-02-04,9.99,9.99,0.0
467,2014-02-05,9.99,9.99,0.0
468,2014-02-06,9.99,9.99,0.0
469,2014-02-07,9.99,9.99,0.0
470,2014-02-08,9.99,9.99,0.0
471,2014-02-09,9.99,9.99,0.0
472,2014-02-10,9.99,9.99,0.0
473,2014-02-11,9.99,9.99,0.0
474,2014-02-12,9.99,9.99,0.0
475,2014-02-13,9.99,9.99,0.0
476,2014-02-14,9.99,9.99,0.0
477,2014-02-15,9.99,9.99,0.0
478,2014-02-16,9.99,9.99,0.0
479,2014-02-17,9.99,9.99,0.0
480,2014-02-18,9.99,9.99,0.0
481,2014-02-19,9.99,9.99,0.0
482,2014-02-20,9.99,9.99,0.0
483,2014-02-21,9.99,9.99,0.0
484,2014-02-22,9.99,9.99,0.0
485,2014-02-23,9.99,9.99,0.0
486,2014-02-24,9.99,9.99,0.0
487,2014-02-25,9.99,9.99,0.0
488,2014-02-26,9.99,9.99,0.0
489,2014-02-27,9.99,9.99,0.0
490,2014-02-28,9.99,9.99,0.0
491,2014-03-01,9.99,9.99,0.0
492,2014-03-02,9.99,9.99,0.0
493,2014-03-03,9.99,9.99,0.0
494,2014-03-04,9.99,9.99,0.0
495,2014-03-05,9.99,9.99,0.0
496,2014-03-06,9.99,9.99,0.0
497,2014-03-07,9.99,9.99,0.0
498,2014-03-08,9.99,9.99,0.0
499,2014-03-09,9.99,9.99,0.0
500,2014-03-10,9.99,9.99,0.0
501,2014-03-11,9.99,9.99,0.0
502,2014-03-12,9.99,9.99,0.0
503,2014-03-13,9.99,9.99,0.0
504,2014-03-14,9.99,9.99,0.0
505,2014-03-15,9.99,9.99,0.0
506,2014-03-16,9.99,9.99,0.0
507,2014-03-17,9.99,9.99,0.0
508,2014-03-18,9.99,9.99,0.0
509,2014-03-19,9.99,9.99,0.0
510,2014-03-20,9.99,9.99,0.0
511,2014-03-21,9.99,9.99,0.0
512,2014-03-22,9.99,9.99,0.0
513,2014-03-23,9.99,9.99,0.0
514,2014-03-24,9.99,9.99,0.0
515,2014-03-25,9.99,9.99,0.0
516,2014-03-26,9.99,9.99,0.0
517,2014-03-27,9.99,9.99,0.0
518,2014-03-28,9.99,9.99,0.0
519,2014-03-29,9.99,9.99,0.0
520,2014-03-30,9.99,9.99,0.0
521,2014-03-31,9.99,9.99,0.0
522,2014-04-01,9.99,9.99,0.0
523,2014-04-02,9.99,9.99,0.0
524,2014-04-03,9.99,9.99,0.0
525,2014-04-04,9.99,9.99,0.0
526,2014-04-05,9.99,9.99,0.0
527,2014-04-06,9.99,9.99,0.0
528,2014-04-07,9.99,9.99,0.0
529,2014-04-08,9.99,9.99,0.0
530,2014-04-09,9.99,9.99,0.0
531,2014-04-10,9.99,9.99,0.0
532,2014-04-11,9.99,9.99,0.0
533,2014-04-12,9.99,9.99,0.0
534,2014-04-13,9.99,9.99,0.0
535,2014-04-14,9.99,9.99,0.0
536,2014-04-15,9.99,9.99,0.0
537,2014-04-16,9.99,9.99,0.0
538,2014-04-17,9.99,9.99,0.0
539,2014-04-18,9.99,9.99,0.0
540,2014-04-19,9.99,9.99,0.0
541,2014-04-20,9.99,9.99,0.0
542,2014-04-21,9.99,9.99,0.0
543,2014-04-22,9.99,9.99,0.0
544,2014-04-23,9.99,9.99,0.0
545,2014-04-24,9.99,9.99,0.0
546,2014-04-25,9.99,9.99,0.0
547,2014-04-26,9.99,9.99,0.0
548,2014-04-27,9.99,9.99,0.0
549,2014-04-28,9.99,9.99,0.0
550,2014-04-29,9.99,9.99,0.0
551,2014-04-30,9.99,9.99,0.0
552,2014-05-01,9.99,9.99,0.0
553,2014-05-02,9.99,9.99,0.0
554,2014-05-03,9.99,9.99,0.0
555,2014-05-04,9.99,9.99,0.0
556,2014-05-05,9.99,9.99,0.0
557,2014-05-06,9.99,9.99,0.0
558,2014-05-07,9.99,9.99,0.0
559,2014-05-08,9.99,9.99,0.0
560,2014-05-09,9.99,9.99,0.0
561,2014-05-10,9.99,9.99,0.0
562,2014-05-11,9.99,9.99,0.0
563,2014-05-12,9.99,9.99,0.0
564,2014-05-13,9.99,9.99,0.0
565,2014-05-14,9.99,9.99,0.0
566,2014-05-15,9.99,9.99,0.0
567,2014-05-16,9.99,9.99,0.0
568,2014-05-17,9.99,9.99,0.0
569,2014-05-18,9.99,9.99,0.0
570,2014-05-19,9.99,9.99,0.0
571,2014-05-20,9.99,9.99,0.0
572,2014-05-21,9.99,9.99,0.0
573,2014-05-22,9.99,9.99,0.0
574,2014-05-23,9.99,9.99,0.0
575,2014-05-24,9.99,9.99,0.0
576,2014-05-25,9.99,9.99,0.0
577,2014-05-26,9.99,9.99,0.0
578,2014-05-27,9.99,9.99,0.0
579,2014-05-28,9.99,9.99,0.0
580,2014-05-29,9.99,9.99,0.0
581,2014-05-30,9.99,9.99,0.0
582,2014-05-31,9.99,9.99,0.0
583,2014-06-01,9.99,9.99,0.0
584,2014-06-02,9.99,9.99,0.0
585,2014-06-03,9.99,9.99,0.0
586,2014-06-04,9.99,9.99,0.0
587,2014-06-05,9.99,9.99,0.0
588,2014-06-06,9.99,9.99,0.0
589,2014-06-07,9.99,9.99,0.0
590,2014-06-08,9.99,9.99,0.0
591,2014-06-09,9.99,9.99,0.0
592,2014-06-10,9.99,9.99,0.0
593,2014-06-11,9.99,9.99,0.0
594,2014-06-12,9.99,9.99,0.0
595,2014-06-13,9.99,9.99,0.0
596,2014-06-14,9.99,9.99,0.0
597,2014-06-15,9.99,9.99,0.0
598,2014-06-16,9.99,9.99,0.0
599,2014-06-17,9.99,9.99,0.0
600,2014-06-18,9.99,9.99,0.0
601,2014-06-19,9.99,4.99,50.0
602,2014-06-20,9.99,4.99,50.0
603,2014-06-21,9.99,4.99,50.0
604,2014-06-22,9.99,4.99,50.0
605,2014-06-23,9.99,4.99,50.0
606,2014-06-23,9.99,2.49,75.0
607,2014-06-24,9.99,2.49,75.0
608,2014-06-25,9.99,2.49,75.0
609,2014-06-26,9.99,4.99,50.0
610,2014-06-27,9.99,4.99,50.0
611,2014-06-28,9.99,4.99,50.0
612,2014-06-29,9.99,2.49,75.0
613,2014-06-30,9.99,9.99,0.0
614,2014-07-01,9.99,9.99,0.0
615,2014-07-02,9.99,9.99,0.0
616,2014-07-03,9.99,9.99,0.0
617,2014-07-04,9.99,9.99,0.0
618,2014-07-05,9.99,9.99,0.0
619,2014-07-06,9.99,9.99,0.0
620,2014-07-07,9.99,9.99,0.0
621,2014-07-08,9.99,9.99,0.0
622,2014-07-09,9.99,9.99,0.0
623,2014-07-10,9.99,9.99,0.0
624,2014-07-11,9.99,9.99,0.0
625,2014-07-12,9.99,9.99,0.0
626,2014-07-13,9.99,9.99,0.0
627,2014-07-14,9.99,9.99,0.0
628,2014-07-15,9.99,9.99,0.0
629,2014-07-16,9.99,9.99,0.0
630,2014-07-17,9.99,7.49,25.0
631,2014-07-18,9.99,7.49,25.0
632,2014-07-19,9.99,2.49,75.0
633,2014-07-20,9.99,7.49,25.0
634,2014-07-21,9.99,9.99,0.0
635,2014-07-22,9.99,9.99,0.0
636,2014-07-23,9.99,9.99,0.0
637,2014-07-24,9.99,9.99,0.0
638,2014-07-25,9.99,9.99,0.0
639,2014-07-26,9.99,9.99,0.0
640,2014-07-27,9.99,9.99,0.0
641,2014-07-28,9.99,9.99,0.0
642,2014-07-29,9.99,9.99,0.0
643,2014-07-30,9.99,9.99,0.0
644,2014-07-31,9.99,9.99,0.0
645,2014-08-01,9.99,9.99,0.0
646,2014-08-02,9.99,9.99,0.0
647,2014-08-03,9.99,9.99,0.0
648,2014-08-04,9.99,9.99,0.0
649,2014-08-05,9.99,9.99,0.0
650,2014-08-06,9.99,9.99,0.0
651,2014-08-07,9.99,9.99,0.0
652,2014-08-08,9.99,9.99,0.0
653,2014-08-09,9.99,9.99,0.0
654,2014-08-10,9.99,9.99,0.0
655,2014-08-11,9.99,9.99,0.0
656,2014-08-12,9.99,9.99,0.0
657,2014-08-13,9.99,9.99,0.0
658,2014-08-14,9.99,9.99,0.0
659,2014-08-15,9.99,9.99,0.0
660,2014-08-16,9.99,9.99,0.0
661,2014-08-17,9.99,9.99,0.0
662,2014-08-18,9.99,9.99,0.0
663,2014-08-19,9.99,9.99,0.0
